Titles,Descriptions,Ids,Pub_year,Article_links,Year,Keyword
On the Brink: Why the U.S. is in Danger of Losing Measles Elimination Status.,,31527963,,https://pubmed.ncbi.nlm.nih.gov/31527963/,2019,danger
Sterilization Straight Talk: The Danger of Collaborating around Misconceptions.,,31524510,,https://pubmed.ncbi.nlm.nih.gov/31524510/,2019,danger
Beware mis-representation of PRODIGE 7: danger of throwing out the cytoreductive surgery baby with the hyperthermic intraperitoneal chemotherapy bathwater.,,31522482,,https://pubmed.ncbi.nlm.nih.gov/31522482/,2019,danger
"The Danger of Testing by Selecting Controlled Subsets, with Applications to Spoken-Word Recognition.",,31517221,,https://pubmed.ncbi.nlm.nih.gov/31517221/,2019,danger
"Knowledge about Neonatal Danger Signs and Associated Factors among Mothers Attending Immunization Clinic at Arba Minch General Hospital, Southern Ethiopia: A Cross-Sectional Study.",,31467919,,https://pubmed.ncbi.nlm.nih.gov/31467919/,2019,danger
"Knowledge of neonatal danger signs, care seeking practice and associated factors among postpartum mothers at public health facilities in Ambo town, Central Ethiopia.",,31462317,,https://pubmed.ncbi.nlm.nih.gov/31462317/,2019,danger
Is Herpes Simplex Virus Type 2 in Danger of Extinction?,,31427039,,https://pubmed.ncbi.nlm.nih.gov/31427039/,2019,danger
"Psychotherapists in danger: The ethics of responding to client threats, stalking, and harassment.",,31414855,,https://pubmed.ncbi.nlm.nih.gov/31414855/,2019,danger
Danger matrix molecules orchestrate CD14/CD44 signaling in cancer development.,,31412297,,https://pubmed.ncbi.nlm.nih.gov/31412297/,2019,danger
Danger to science of no-deal Brexit.,,31409931,,https://pubmed.ncbi.nlm.nih.gov/31409931/,2019,danger
In Silico Phylogenetic and Structural Analyses of Plant Endogenous Danger Signaling Molecules upon Stress.,,31396307,,https://pubmed.ncbi.nlm.nih.gov/31396307/,2019,danger
The Danger of Sleep Deprivation.,,31380740,,https://pubmed.ncbi.nlm.nih.gov/31380740/,2019,danger
Danger of sandwiches: accidental bread clip ingestion requiring small bowel resection.,,31361082,,https://pubmed.ncbi.nlm.nih.gov/31361082/,2019,danger
Danger in the vapor? ECMO for adolescents with status asthmaticus after vaping.,,31352844,,https://pubmed.ncbi.nlm.nih.gov/31352844/,2019,danger
"A Forgotten Danger: Burden of Influenza Mortality Among American Indians and Alaska Natives, 1999-2016.",,31348185,,https://pubmed.ncbi.nlm.nih.gov/31348185/,2019,danger
"""Threat-unrelated"" properties: An ill-defined concept. A reply to ""The danger of interpreting detection differences between image categories"" (Gayet, Stein, & Peelen, 2019).",,31343224,,https://pubmed.ncbi.nlm.nih.gov/31343224/,2019,danger
Implications for Veterans' Health Care: The Danger Becomes Clearer.,,31329209,,https://pubmed.ncbi.nlm.nih.gov/31329209/,2019,danger
Collagen type-V is a danger signal associated with primary graft dysfunction in lung transplantation.,,31325493,,https://pubmed.ncbi.nlm.nih.gov/31325493/,2019,danger
Paclitaxel-Eluting Devices for Femoropopliteal Disease: Drastic Advance in Therapy or a Danger to Our Patients?,,31296294,,https://pubmed.ncbi.nlm.nih.gov/31296294/,2019,danger
Hidden danger in the neck-a problem of differential diagnostics: benign chronic lymphadenitis following carotid endarterectomy and patch angioplasty (CEAP) or a metastasis due to a squamous cell cancer of the tongue.,,31286292,,https://pubmed.ncbi.nlm.nih.gov/31286292/,2019,danger
Profiling of how nociceptor neurons detect danger - new and old foes.,,31282104,,https://pubmed.ncbi.nlm.nih.gov/31282104/,2019,danger
The calendar year fallacy: The danger of reliance on calendar year data in end-of-life capacity and financial planning.,,31273823,,https://pubmed.ncbi.nlm.nih.gov/31273823/,2019,danger
Children's public health: Danger of exposure to pathogenic fungi in recreational places in the middle-west region of Brazil.,,31272853,,https://pubmed.ncbi.nlm.nih.gov/31272853/,2019,danger
Commentary: Avoiding danger-Addressing the specter of coronary obstruction during transcatheter aortic valve replacement.,,31256956,,https://pubmed.ncbi.nlm.nih.gov/31256956/,2019,danger
The sweet danger of added sugars.,,31246081,,https://pubmed.ncbi.nlm.nih.gov/31246081/,2019,danger
Bat rabies: a lurking danger.,,31242120,,https://pubmed.ncbi.nlm.nih.gov/31242120/,2019,danger
"In response to Letter to the Editor ""Danger of highlighting the use of coxibs in daily dental practice"".",,31230774,,https://pubmed.ncbi.nlm.nih.gov/31230774/,2019,danger
Danger of highlighting the use of coxibs in daily dental practice.,,31230772,,https://pubmed.ncbi.nlm.nih.gov/31230772/,2019,danger
[Traditional camphor misuse: a forgotten danger to children (about 2 cases)].,,31223380,,https://pubmed.ncbi.nlm.nih.gov/31223380/,2019,danger
Knowledge of Pregnancy and Its Danger Signs Not Improved by Maternal and Child Health Handbook.,,31178636,,https://pubmed.ncbi.nlm.nih.gov/31178636/,2019,danger
Rationale and design of DanGer shock: Danish-German cardiogenic shock trial.,,31176289,,https://pubmed.ncbi.nlm.nih.gov/31176289/,2019,danger
Uric acid: from a biological advantage to a potential danger. A focus on cardiovascular effects.,,31152976,,https://pubmed.ncbi.nlm.nih.gov/31152976/,2019,danger
Assessment of knowledge of obstetric danger signs among pregnant women attending a teaching hospital.,,31143733,,https://pubmed.ncbi.nlm.nih.gov/31143733/,2019,danger
Electronic Bicycles and Scooters: Convenience at the Expense of Danger?,,31131384,,https://pubmed.ncbi.nlm.nih.gov/31131384/,2019,danger
Danger-Associated Peptides Interact with PIN-Dependent Local Auxin Distribution to Inhibit Root Growth in Arabidopsis.,,31123046,,https://pubmed.ncbi.nlm.nih.gov/31123046/,2019,danger
Overdiagnosis of Thyroid Cancer: The Children in Fukushima Are in Danger.,,31121109,,https://pubmed.ncbi.nlm.nih.gov/31121109/,2019,danger
Mannan oligosaccharides trigger multiple defence responses in rice and tobacco as a novel danger-associated molecular pattern.,,31094073,,https://pubmed.ncbi.nlm.nih.gov/31094073/,2019,danger
Incomplete Healing as a Cause of Aging: The Role of Mitochondria and the Cell Danger Response.,,31083530,,https://pubmed.ncbi.nlm.nih.gov/31083530/,2019,danger
"Chaos, danger, and maternal parenting in families: Links with adolescent adjustment in low- and middle-income countries.",,31077512,,https://pubmed.ncbi.nlm.nih.gov/31077512/,2019,danger
"College Students and Nature: Differing Thoughts of Fear, Danger, Disconnection, and Loathing.",,31076829,,https://pubmed.ncbi.nlm.nih.gov/31076829/,2019,danger
Danger- and non-danger-based stressors and their relations to posttraumatic deprecation or growth in Norwegian veterans deployed to Afghanistan.,,31069024,,https://pubmed.ncbi.nlm.nih.gov/31069024/,2019,danger
Anatomical danger zone reconsidered: a micro-CT study on dentine thickness in mandibular molars.,,31066080,,https://pubmed.ncbi.nlm.nih.gov/31066080/,2019,danger
Danger zone of radial nerve in Indian population - A cadaveric study.,,31061584,,https://pubmed.ncbi.nlm.nih.gov/31061584/,2019,danger
"New Evidence Of The Nexus Between Neighborhood Violence, Perceptions Of Danger, And Child Health.",,31059369,,https://pubmed.ncbi.nlm.nih.gov/31059369/,2019,danger
Danger hidden underneath: a rare esophageal subepithelial lesion.,,31049895,,https://pubmed.ncbi.nlm.nih.gov/31049895/,2019,danger
"Awareness of Danger Signs during Pregnancy and Post-Delivery Period among Women of Reproductive Age in Unguja Island, Zanzibar: A Qualitative Study.",,31034169,,https://pubmed.ncbi.nlm.nih.gov/31034169/,2019,danger
Mothers' and Caregivers' Knowledge and Experience of Neonatal Danger Signs: A Cross-Sectional Survey in Saudi Arabia.,,31032336,,https://pubmed.ncbi.nlm.nih.gov/31032336/,2019,danger
Non-alcoholic fatty liver disease in Africa: a hidden danger.,,31019719,,https://pubmed.ncbi.nlm.nih.gov/31019719/,2019,danger
Abdominal Ultrasound for the Diagnosis of Tuberculosis Among Human Immunodeficiency Virus-Positive Inpatients With World Health Organization Danger Signs.,,31011588,,https://pubmed.ncbi.nlm.nih.gov/31011588/,2019,danger
Teething necklaces and bracelets pose significant danger to infants and toddlers.,,30996608,,https://pubmed.ncbi.nlm.nih.gov/30996608/,2019,danger
Are Noffel's danger signs pathognomonic of class II division 2? A retrospective comparative study.,,30987961,,https://pubmed.ncbi.nlm.nih.gov/30987961/,2019,danger
Psychotropics in medical students: A latent danger.,,30981328,,https://pubmed.ncbi.nlm.nih.gov/30981328/,2019,danger
Factors associated with knowledge of obstetric danger signs and perceptions of the need for obstetric care among married men in northern Nigeria: a cross-sectional survey.,,30971216,,https://pubmed.ncbi.nlm.nih.gov/30971216/,2019,danger
An update on the 'danger theory' in inhibitor development in hemophilia A.,,30951401,,https://pubmed.ncbi.nlm.nih.gov/30951401/,2019,danger
Nanoparticles and danger signals: Oral delivery vehicles as potential disruptors of intestinal barrier homeostasis.,,30924969,,https://pubmed.ncbi.nlm.nih.gov/30924969/,2019,danger
Genome-wide analyses of single nucleotide polymorphisms reveal the consequences of traditional mass-rearing on genetic variation in Aphytis melinus (Hymenoptera: Aphelinidae): the danger of putting all eggs in one basket.,,30924276,,https://pubmed.ncbi.nlm.nih.gov/30924276/,2019,danger
Taste for danger.,,30923205,,https://pubmed.ncbi.nlm.nih.gov/30923205/,2019,danger
"Factors associated with knowledge on obstetric danger signs among women who gave birth within 1 year in Bahir Dar city administration, North West, Ethiopia.",,30917864,,https://pubmed.ncbi.nlm.nih.gov/30917864/,2019,danger
Personal information about danger trumps social information from avian alarm calls.,,30900538,,https://pubmed.ncbi.nlm.nih.gov/30900538/,2019,danger
Physician-based on-scene airway management in severely injured patients and in-hospital consequences: is the misplaced intubation an underestimated danger in trauma management?,,30899797,,https://pubmed.ncbi.nlm.nih.gov/30899797/,2019,danger
Are Black Women and Girls Associated With Danger? Implicit Racial Bias at the Intersection of Target Age and Gender.,,30895905,,https://pubmed.ncbi.nlm.nih.gov/30895905/,2019,danger
Biomarkers of Macrophage Activation and Immune Danger Signals Predict Clinical Outcomes in Alcoholic Hepatitis.,,30891779,,https://pubmed.ncbi.nlm.nih.gov/30891779/,2019,danger
Apolipoprotein E is a concentration-dependent pulmonary danger signal that activates the NLRP3 inflammasome and IL-1β secretion by bronchoalveolar fluid macrophages from asthmatic subjects.,,30872118,,https://pubmed.ncbi.nlm.nih.gov/30872118/,2019,danger
Danger Close: What Opioid Prescribers Can Learn from the Way the Air Force Drops a Bomb.,,30863225,,https://pubmed.ncbi.nlm.nih.gov/30863225/,2019,danger
Syphilis and a pregnant woman: a real danger for the woman and the child.,,30858792,,https://pubmed.ncbi.nlm.nih.gov/30858792/,2019,danger
Plasma-activated medium triggers cell death and the presentation of immune activating danger signals in melanoma and pancreatic cancer cells.,,30858524,,https://pubmed.ncbi.nlm.nih.gov/30858524/,2019,danger
Exploring the neural basis for paternal protection: an investigation of the neural response to infants in danger.,,30847472,,https://pubmed.ncbi.nlm.nih.gov/30847472/,2019,danger
A 1980-2018 global fire danger re-analysis dataset for the Canadian Fire Weather Indices.,,30806639,,https://pubmed.ncbi.nlm.nih.gov/30806639/,2019,danger
WOMEN's Knowledge of Obstetric Danger signs in Ethiopia (WOMEN's KODE):a systematic review and meta-analysis.,,30803443,,https://pubmed.ncbi.nlm.nih.gov/30803443/,2019,danger
Is forensic science in danger of extinction?,,30798869,,https://pubmed.ncbi.nlm.nih.gov/30798869/,2019,danger
Danger-Pose Detection System Using Commodity Wi-Fi for Bathroom Monitoring.,,30791629,,https://pubmed.ncbi.nlm.nih.gov/30791629/,2019,danger
The danger zone: Injuries and conditions associated with immediately fatal motorcycle collisions in the state of Michigan.,,30777279,,https://pubmed.ncbi.nlm.nih.gov/30777279/,2019,danger
Danger signals in oral cavity-related diseases.,,30776147,,https://pubmed.ncbi.nlm.nih.gov/30776147/,2019,danger
"[Risk, for the benefit of danger].",,30771842,,https://pubmed.ncbi.nlm.nih.gov/30771842/,2019,danger
"The danger of interpreting detection differences between image categories: A brief comment on ""Mind the snake: Fear detection relies on low spatial frequencies"" (Gomes, Soares, Silva, & Silva, 2018).",,30762381,,https://pubmed.ncbi.nlm.nih.gov/30762381/,2019,danger
Women's knowledge of maternal danger signs during pregnancy: Findings from a cross-sectional survey in Papua New Guinea.,,30739884,,https://pubmed.ncbi.nlm.nih.gov/30739884/,2019,danger
Are Our Farm Workers in Danger? Genetic Damage in Farmers Exposed to Pesticides.,,30691246,,https://pubmed.ncbi.nlm.nih.gov/30691246/,2019,danger
Check Your Checklist: The Danger of Over- and Underestimating the Quality of Economic Evaluations.,,30680675,,https://pubmed.ncbi.nlm.nih.gov/30680675/,2019,danger
The Biophysical Interaction of the Danger-Associated Molecular Pattern (DAMP) Calreticulin with the Pattern-Associated Molecular Pattern (PAMP) Lipopolysaccharide.,,30669362,,https://pubmed.ncbi.nlm.nih.gov/30669362/,2019,danger
Commentary: Straight into the heart of danger: Central aortic cannulation for aortic dissection.,,30661811,,https://pubmed.ncbi.nlm.nih.gov/30661811/,2019,danger
Cells under stress: The mechanical environment shapes inflammasome responses to danger signals.,,30645000,,https://pubmed.ncbi.nlm.nih.gov/30645000/,2019,danger
Resistance to respiratory depression in 'opioid induced hyper-algesia': a hidden clinical danger.,,30636203,,https://pubmed.ncbi.nlm.nih.gov/30636203/,2019,danger
"The role of neighborhoods in household food insufficiency: Considering interactions between physical disorder, low social capital, violence, and perceptions of danger.",,30557777,,https://pubmed.ncbi.nlm.nih.gov/30557777/,2019,danger
Danger of false negative (exclusion) or false positive (diagnosis) for 'congenital thrombophilia' in the age of anticoagulants.,,30485173,,https://pubmed.ncbi.nlm.nih.gov/30485173/,2019,danger
The Danger of a single story about forensic humanitarianism.,,30471485,,https://pubmed.ncbi.nlm.nih.gov/30471485/,2019,danger
Why do farm accidents persist? Normalising danger on the farm within the farm family.,,30450605,,https://pubmed.ncbi.nlm.nih.gov/30450605/,2019,danger
The Danger Signal Extracellular ATP Is Involved in the Immunomediated Damage of α-Sarcoglycan-Deficient Muscular Dystrophy.,,30448410,,https://pubmed.ncbi.nlm.nih.gov/30448410/,2019,danger
Phosphatidylglycerol Inhibits Toll-Like Receptor-Mediated Inflammation by Danger-Associated Molecular Patterns.,,30391260,,https://pubmed.ncbi.nlm.nih.gov/30391260/,2019,danger
Exogenous nanoparticles and endogenous crystalline molecules as danger signals for the NLRP3 inflammasomes.,,30370619,,https://pubmed.ncbi.nlm.nih.gov/30370619/,2019,danger
The danger zone: Injuries and conditions associated with immediately fatal motorcycle crashes in the state of Michigan.,,30352664,,https://pubmed.ncbi.nlm.nih.gov/30352664/,2019,danger
The infraorbital artery: Clinical relevance in esthetic medicine and identification of danger zones of the midface.,,30327185,,https://pubmed.ncbi.nlm.nih.gov/30327185/,2019,danger
